Date,ISO,Country,Scale,Note
01/04/2020,PHL,Philippines,National,
01/04/2020,PLW,Palau,National,
01/04/2020,PNG,Papua New Guinea,National,
01/04/2020,POL,Poland,National,
01/04/2020,PRK,Democratic People's Republic of Korea,National,
01/04/2020,PRT,Portugal,National,
01/04/2020,PRY,Paraguay ,National,
01/04/2020,PSE,Palestine,National,
01/04/2020,QAT,Qatar,National,
01/04/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
01/04/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
01/04/2020,RWA,Rwanda ,National,
01/04/2020,SAU,Saudi Arabia,National,
01/04/2020,SDN,Sudan,National,
01/04/2020,SEN,Senegal,National,
01/04/2020,SLB,Solomon Islands,National,
01/04/2020,SLE,Sierra Leone,National,
01/04/2020,SLV,El Salvador,National,
01/04/2020,SMR,San Marino,National,
01/04/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,SRB,Serbia,National,
01/04/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,STP,São Tomé and Príncipe,National,
01/04/2020,SUR,Surinam,National,
01/04/2020,SVK,Slovakia,National,
01/04/2020,SVN,Slovenia,National,
01/04/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
01/04/2020,SWZ,Eswatini,National,
01/04/2020,SXM,Sint Marteen,National,
01/04/2020,SYC,Seychelles,Localized,
01/04/2020,SYR,Syria Arab Republic,National,
01/04/2020,TCA,Turks and Caicos Island,National,
01/04/2020,TCD,Chad,National,
01/04/2020,TGO,Togo,National,
01/04/2020,THA,Thailand,National,
01/04/2020,TLS,Timor-Leste,National,
01/04/2020,TON,Tonga,National,
01/04/2020,TTO,Trinidad and Tobago,National,
01/04/2020,TUN,Tunisia,National,
01/04/2020,TUR,Turkey,National,
01/04/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,UGA,Uganda,National,
01/04/2020,UKR,Ukraine,National,
01/04/2020,URY,Uruguay,National,
01/04/2020,USA,United States of America,Localized,
01/04/2020,UZB,Uzbekistan,National,
01/04/2020,VCT,Saint Vincent and the Grenadines,National,
01/04/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
01/04/2020,VGB,British Virgin Islands,National,
01/04/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
01/04/2020,VUT,Vanuatu,National,
01/04/2020,WSM,Samoa,National,
01/04/2020,YEM,Yemen,National,
01/04/2020,ZAF,South Africa,National,
01/04/2020,ZMB,Zambia,National,
01/04/2020,ZWE,Zimbabwe,National,
02/04/2020,ABW,Aruba,National,
02/04/2020,AFG,Afghanistan,National,
02/04/2020,AGO,Angola,National,
02/04/2020,AIA,Anguilla,National,
02/04/2020,ALB,Albania,National,
02/04/2020,AND,Andorra,National,
02/04/2020,ARE,United Arab Emirates,National,
02/04/2020,ARG,Argentina ,National,
02/04/2020,ARM,Armenia,National,
02/04/2020,AUS,Australia,Localized,
02/04/2020,AUT,Austria,National,
02/04/2020,AZE,Azerbaijan,National,
02/04/2020,BEL,Belgium,National,
02/04/2020,BEN,Benin,National,
02/04/2020,BFA,Burkina Faso ,National,
02/04/2020,BGD,Bangladesh,National,
02/04/2020,BGR,Bulgaria,National,
02/04/2020,BHR,Bahrain,National,
02/04/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,BIH,Bosnia and Herzegovina,National,
02/04/2020,BLZ,Belize,National,
02/04/2020,BMU,Bermuda,National,
02/04/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,BRA,Brazil,Localized,
02/04/2020,BRB,Barbados,National,
02/04/2020,BRN,Brunei Darussalam,National,
02/04/2020,BTN,Bhutan,National,
02/04/2020,BWA,Botswana,National,
02/04/2020,CAF,Central African republic ,National,
02/04/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
02/04/2020,CHE,Switzerland,National,
02/04/2020,CHL,Chile,National,
02/04/2020,CHN,China,National,
02/04/2020,CHN,"China, Hong Kong Special Administrative Region",National,
02/04/2020,CHN,"China, Macao Special Administrative Region",National,
02/04/2020,CIV,Cote d'Ivoire,National,
02/04/2020,CMR,Cameroon,National,
02/04/2020,COD,Democratic Republic of the Congo,National,
02/04/2020,COK,Cook Islands,National,
02/04/2020,COL,Colombia,National,
02/04/2020,COM,Comoros,National,
02/04/2020,CRI,Costa Rica,National,
02/04/2020,CUB,Cuba,National,
02/04/2020,CUW,Curaçao,National,
02/04/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,CYP,Cyprus,National,
02/04/2020,CZE,Czechia,National,
02/04/2020,DEU,Germany,National,
02/04/2020,DJI,Djibouti,National,
02/04/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,DNK,Denmark,National,
02/04/2020,DOM,Dominican Republic,National,
02/04/2020,DZA,Algeria,National,
02/04/2020,ECU,Ecuador,National,
02/04/2020,EGY,Egypt,National,
02/04/2020,ERI,Eritrea,National,
02/04/2020,ESP,Spain,National,
02/04/2020,EST,Estonia,National,
02/04/2020,ETH,Ethiopia,National,
02/04/2020,FIN,Finland,National,
02/04/2020,FJI,Fiji,National,
02/04/2020,FRA,France,National,
02/04/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
02/04/2020,FSM,Micronesia (Federated States of),National,
02/04/2020,GAB,Gabon,National,
02/04/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
02/04/2020,GEO,Georgia,National,
02/04/2020,GHA,Ghana,National,
02/04/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,GIN,Guinea,National,
02/04/2020,GMB,Gambia,National,
02/04/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,GRC,Greece,National,
02/04/2020,GRD,Grenada,National,
02/04/2020,GRL,Greenland,Localized,
02/04/2020,GTM,Guatemala,National,
02/04/2020,GUY,Guyana,National,
02/04/2020,HND,Honduras,National,
02/04/2020,HRV,Croatia,National,
02/04/2020,HTI,Haiti,National,
02/04/2020,HUN,Hungary,National,
02/04/2020,IDN,Indonesia,National,
02/04/2020,IND,India,National,
02/04/2020,IRL,Ireland,National,
02/04/2020,IRN,Iran (Islamic Republic of),National,
02/04/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
02/04/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
02/04/2020,ISR,Israel,National,
02/04/2020,ITA,Italy,National,
02/04/2020,JAM,Jamaica,National,
02/04/2020,JOR,Jordan,National,
02/04/2020,JPN,Japan,National,
02/04/2020,KAZ,Kazakhstan,National,
02/04/2020,KEN,Kenya,National,
02/04/2020,KGZ,Kyrgyzstan ,National,
02/04/2020,KHM,Cambodia,National,
02/04/2020,KIR,Kiribati,National,
02/04/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
02/04/2020,KWT,Kuwait,National,
02/04/2020,LAO,Lao PDR,National,
02/04/2020,LBN,Lebanon,National,
02/04/2020,LBR,Liberia,National,
02/04/2020,LBY,Libya,National,
02/04/2020,LCA,Saint Lucia,National,
02/04/2020,LIE,Liechtenstein,National,
02/04/2020,LKA,Sri Lanka,National,
02/04/2020,LSO,Lesotho,National,
02/04/2020,LTU,Lithuania,National,
02/04/2020,LUX,Luxembourg,National,
02/04/2020,LVA,Latvia,National,
02/04/2020,MAR,Morocco,National,
02/04/2020,MCO,Monaco,National,
02/04/2020,MDA,Republic of Moldova,National,
02/04/2020,MDG,Madagascar,National,
02/04/2020,MDV,Maldives,National,
02/04/2020,MEX,Mexico,National,
02/04/2020,MHL,Marshall Islands,National,
02/04/2020,MKD,North Macedonia,National,
02/04/2020,MLI,Mali,National,
02/04/2020,MLT,Malta,National,
02/04/2020,MMR,Myanmar,National,
02/04/2020,MNE,Montenegro ,National,
02/04/2020,MNG,Mongolia,National,
02/04/2020,MOZ,Mozambique,National,
02/04/2020,MRT,Mauritania ,National,
02/04/2020,MSR,Montserrat,National,
02/04/2020,MUS,Mauritius,National,
02/04/2020,MWI,Malawi ,National,
02/04/2020,MYS,Malaysia,National,
02/04/2020,NAM,Namibia  ,National,
02/04/2020,NER,Niger,National,
02/04/2020,NGA,Nigeria,National,
02/04/2020,NLD,Netherlands,National,
02/04/2020,NOR,Norway,National,
02/04/2020,NPL,Nepal,National,
02/04/2020,NZL,New Zealand,National,
02/04/2020,OMN,Oman,National,
02/04/2020,PAK,Pakistan ,National,
02/04/2020,PAN,Panama,National,
02/04/2020,PER,Peru,National,
02/04/2020,PHL,Philippines,National,
02/04/2020,PLW,Palau,National,
02/04/2020,PNG,Papua New Guinea,National,
02/04/2020,POL,Poland,National,
02/04/2020,PRK,Democratic People's Republic of Korea,National,
02/04/2020,PRT,Portugal,National,
02/04/2020,PRY,Paraguay ,National,
02/04/2020,PSE,Palestine,National,
02/04/2020,QAT,Qatar,National,
02/04/2020,ROU,Romania,National," While all schools are closed, most universities are open. "
02/04/2020,RUS,Russian Federation,Localized, Majority of schools on holiday 
02/04/2020,RWA,Rwanda ,National,
02/04/2020,SAU,Saudi Arabia,National,
02/04/2020,SDN,Sudan,National,
02/04/2020,SEN,Senegal,National,
02/04/2020,SLB,Solomon Islands,National,
02/04/2020,SLE,Sierra Leone,National,
02/04/2020,SLV,El Salvador,National,
02/04/2020,SMR,San Marino,National,
02/04/2020,SOM,Somalia,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,SRB,Serbia,National,
02/04/2020,SSD,South Sudan,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,STP,São Tomé and Príncipe,National,
02/04/2020,SUR,Surinam,National,
02/04/2020,SVK,Slovakia,National,
02/04/2020,SVN,Slovenia,National,
02/04/2020,SWE,Sweden,National,National closure of all upper secondary educational institutions and universities.
02/04/2020,SWZ,Eswatini,National,
02/04/2020,SXM,Sint Marteen,National,
02/04/2020,SYC,Seychelles,Localized,
02/04/2020,SYR,Syria Arab Republic,National,
02/04/2020,TCA,Turks and Caicos Island,National,
02/04/2020,TCD,Chad,National,
02/04/2020,TGO,Togo,National,
02/04/2020,THA,Thailand,National,
02/04/2020,TLS,Timor-Leste,National,
02/04/2020,TON,Tonga,National,
02/04/2020,TTO,Trinidad and Tobago,National,
02/04/2020,TUN,Tunisia,National,
02/04/2020,TUR,Turkey,National,
02/04/2020,TZA,United Republic of Tanzania,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,UGA,Uganda,National,
02/04/2020,UKR,Ukraine,National,
02/04/2020,URY,Uruguay,National,
02/04/2020,USA,United States of America,Localized,
02/04/2020,UZB,Uzbekistan,National,
02/04/2020,VCT,Saint Vincent and the Grenadines,National,
02/04/2020,VEN,Venezuela,National,Data on enrolment in tertiary education programmes is not available.
02/04/2020,VGB,British Virgin Islands,National,
02/04/2020,VNM,Viet Nam,National,"While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
02/04/2020,VUT,Vanuatu,National,
02/04/2020,WSM,Samoa,National,
02/04/2020,YEM,Yemen,National,
02/04/2020,ZAF,South Africa,National,
02/04/2020,ZMB,Zambia,National,
02/04/2020,ZWE,Zimbabwe,National,
03/04/2020,ABW,Aruba,National,
03/04/2020,AFG,Afghanistan,National,
03/04/2020,AGO,Angola,National,
03/04/2020,AIA,Anguilla,National,
03/04/2020,ALB,Albania,National,
03/04/2020,AND,Andorra,National,
03/04/2020,ARE,United Arab Emirates,National,
03/04/2020,ARG,Argentina ,National,
03/04/2020,ARM,Armenia,National,
03/04/2020,AUS,Australia,Localized,
03/04/2020,AUT,Austria,National,
03/04/2020,AZE,Azerbaijan,National,
03/04/2020,BEL,Belgium,National,
03/04/2020,BEN,Benin,National,
03/04/2020,BFA,Burkina Faso ,National,
03/04/2020,BGD,Bangladesh,National,
03/04/2020,BGR,Bulgaria,National,
03/04/2020,BHR,Bahrain,National,
03/04/2020,BHS,Bahamas,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,BIH,Bosnia and Herzegovina,National,
03/04/2020,BLZ,Belize,National,
03/04/2020,BMU,Bermuda,National,
03/04/2020,BOL,Bolivia (Plurinational State of),National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,BRA,Brazil,Localized,
03/04/2020,BRB,Barbados,National,
03/04/2020,BRN,Brunei Darussalam,National,
03/04/2020,BTN,Bhutan,National,
03/04/2020,BWA,Botswana,National,
03/04/2020,CAF,Central African republic ,National,
03/04/2020,CAN,Canada,Localized,"The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
03/04/2020,CHE,Switzerland,National,
03/04/2020,CHL,Chile,National,
03/04/2020,CHN,China,National,
03/04/2020,CHN,"China, Hong Kong Special Administrative Region",National,
03/04/2020,CHN,"China, Macao Special Administrative Region",National,
03/04/2020,CIV,Cote d'Ivoire,National,
03/04/2020,CMR,Cameroon,National,
03/04/2020,COD,Democratic Republic of the Congo,National,
03/04/2020,COK,Cook Islands,National,
03/04/2020,COL,Colombia,National,
03/04/2020,COM,Comoros,National,
03/04/2020,CRI,Costa Rica,National,
03/04/2020,CUB,Cuba,National,
03/04/2020,CUW,Curaçao,National,
03/04/2020,CYM,Cayman Islands,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,CYP,Cyprus,National,
03/04/2020,CZE,Czechia,National,
03/04/2020,DEU,Germany,National,
03/04/2020,DJI,Djibouti,National,
03/04/2020,DMA,Dominica,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,DNK,Denmark,National,
03/04/2020,DOM,Dominican Republic,National,
03/04/2020,DZA,Algeria,National,
03/04/2020,ECU,Ecuador,National,
03/04/2020,EGY,Egypt,National,
03/04/2020,ERI,Eritrea,National,
03/04/2020,ESP,Spain,National,
03/04/2020,EST,Estonia,National,
03/04/2020,ETH,Ethiopia,National,
03/04/2020,FIN,Finland,National,
03/04/2020,FJI,Fiji,National,
03/04/2020,FRA,France,National,
03/04/2020,FRO,Faroe Islands,National,"Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
03/04/2020,FSM,Micronesia (Federated States of),National,
03/04/2020,GAB,Gabon,National,
03/04/2020,GBR,United Kingdom of Great Britain and Northern Ireland,National,
03/04/2020,GEO,Georgia,National,
03/04/2020,GHA,Ghana,National,
03/04/2020,GIB,Gibraltar,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,GIN,Guinea,National,
03/04/2020,GMB,Gambia,National,
03/04/2020,GNB,Guinea-Bissau,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,GNQ,Equatorial Guinea ,National,Data on enrolment in tertiary education programmes is not available.
03/04/2020,GRC,Greece,National,
03/04/2020,GRD,Grenada,National,
03/04/2020,GRL,Greenland,Localized,
03/04/2020,GTM,Guatemala,National,
03/04/2020,GUY,Guyana,National,
03/04/2020,HND,Honduras,National,
03/04/2020,HRV,Croatia,National,
03/04/2020,HTI,Haiti,National,
03/04/2020,HUN,Hungary,National,
03/04/2020,IDN,Indonesia,National,
03/04/2020,IND,India,National,
03/04/2020,IRL,Ireland,National,
03/04/2020,IRN,Iran (Islamic Republic of),National,
03/04/2020,IRQ,Iraq,National, Universities on term break. Closures not related to COVID-19. 
03/04/2020,ISL,Iceland,National,"Primary education institutions can remain open, if classes of under 20 children are assured."
03/04/2020,ISR,Israel,National,
03/04/2020,ITA,Italy,National,
03/04/2020,JAM,Jamaica,National,
03/04/2020,JOR,Jordan,National,
03/04/2020,JPN,Japan,National,
03/04/2020,KAZ,Kazakhstan,National,
03/04/2020,KEN,Kenya,National,
03/04/2020,KGZ,Kyrgyzstan ,National,
03/04/2020,KHM,Cambodia,National,
03/04/2020,KIR,Kiribati,National,
03/04/2020,KOR,Republic of Korea,National,"Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
03/04/2020,KWT,Kuwait,National,
03/04/2020,LAO,Lao PDR,National,
03/04/2020,LBN,Lebanon,National,
03/04/2020,LBR,Liberia,National,
03/04/2020,LBY,Libya,National,
03/04/2020,LCA,Saint Lucia,National,
03/04/2020,LIE,Liechtenstein,National,
03/04/2020,LKA,Sri Lanka,National,
03/04/2020,LSO,Lesotho,National,
03/04/2020,LTU,Lithuania,National,
03/04/2020,LUX,Luxembourg,National,
03/04/2020,LVA,Latvia,National,
03/04/2020,MAR,Morocco,National,
03/04/2020,MCO,Monaco,National,
03/04/2020,MDA,Republic of Moldova,National,
03/04/2020,MDG,Madagascar,National,
03/04/2020,MDV,Maldives,National,
03/04/2020,MEX,Mexico,National,
03/04/2020,MHL,Marshall Islands,National,
03/04/2020,MKD,North Macedonia,National,
03/04/2020,MLI,Mali,National,
03/04/2020,MLT,Malta,National,
03/04/2020,MMR,Myanmar,National,
03/04/2020,MNE,Montenegro ,National,
03/04/2020,MNG,Mongolia,National,
03/04/2020,MOZ,Mozambique,National,
03/04/2020,MRT,Mauritania ,National,
03/04/2020,MSR,Montserrat,National,
03/04/2020,MUS,Mauritius,National,
03/04/2020,MWI,Malawi ,National,
03/04/2020,MYS,Malaysia,National,
03/04/2020,NAM,Namibia  ,National,
03/04/2020,NER,Niger,National,
03/04/2020,NGA,Nigeria,National,
03/04/2020,NLD,Netherlands,National,
03/04/2020,NOR,Norway,National,
03/04/2020,NPL,Nepal,National,
